equipamento,sensor_id,ts,temperatura,vibracao,umidade,tipo,unidade
Linha A,1,2025-08-31T07:38:48.165561,24.778674313872244,0.024114123809100704,58.118017172583905,temperatura,°C
Linha A,1,2025-08-31T07:39:48.165561,26.061469758064575,0.03131603158496761,54.730785566507386,temperatura,°C
Linha A,1,2025-08-31T07:40:48.165561,25.861256894271882,0.008808990362422865,57.520376013071726,temperatura,°C
Linha A,1,2025-08-31T07:41:48.165561,25.026469397022726,0.03015973076396508,61.01432921887279,temperatura,°C
Linha A,1,2025-08-31T07:42:48.165561,25.971800218282816,0.03946539133006949,56.842422604147416,temperatura,°C
Linha A,1,2025-08-31T07:43:48.165561,26.02202745610868,0.017083056370372395,56.24525378803563,temperatura,°C
Linha A,1,2025-08-31T07:44:48.165561,25.585964255398263,0.05096634138554842,55.70764382462847,temperatura,°C
Linha A,1,2025-08-31T07:45:48.165561,25.612773744030847,0.030128324359274344,59.29471900179293,temperatura,°C
Linha A,1,2025-08-31T07:46:48.165561,24.86972692999771,0.030582585943791218,52.56511830962127,temperatura,°C
Linha A,1,2025-08-31T07:47:48.165561,26.653081759671693,0.02388989745401213,55.27472556187213,temperatura,°C
Linha A,1,2025-08-31T07:48:48.165561,25.437297794071412,0.02459347783198427,53.36102720190078,temperatura,°C
Linha A,1,2025-08-31T07:49:48.165561,25.750929516794614,0.02876809371778752,56.69595522995485,temperatura,°C
Linha A,1,2025-08-31T07:50:48.165561,24.63926507660693,0.05007081473746529,59.1773835384642,temperatura,°C
Linha A,1,2025-08-31T07:51:48.165561,24.718601174651738,0.02460817053271574,53.30476311009758,temperatura,°C
Linha A,1,2025-08-31T07:52:48.165561,25.602543031000895,0.030837416325003607,59.347241057304736,temperatura,°C
Linha A,1,2025-08-31T07:53:48.165561,24.30105398165997,0.0213100790768194,53.09887234187701,temperatura,°C
Linha A,1,2025-08-31T07:54:48.165561,24.452304307604827,0.027940654048822827,59.88512611632391,temperatura,°C
Linha A,1,2025-08-31T07:55:48.165561,25.102450523962823,0.029180902632155482,57.72936113500758,temperatura,°C
Linha A,1,2025-08-31T07:56:48.165561,26.253534205641476,0.053279088068467234,57.47472494731532,temperatura,°C
Linha A,1,2025-08-31T07:57:48.165561,25.177286414509812,0.029197404370707357,54.67240684946609,temperatura,°C
Linha A,1,2025-08-31T07:58:48.165561,25.43535032121551,0.02792213799561421,55.40295380972466,temperatura,°C
Linha A,1,2025-08-31T07:59:48.165561,26.5776179865222,0.0211260077613969,50.6465303743943,temperatura,°C
Linha A,1,2025-08-31T08:00:48.165561,25.306425615840862,0.013134390100274708,59.09226692642989,temperatura,°C
Linha A,1,2025-08-31T08:01:48.165561,25.53450153810707,0.053735528667024086,56.95238127853646,temperatura,°C
Linha A,1,2025-08-31T08:02:48.165561,24.846299979720015,0.02459688239930879,57.15504660444012,temperatura,°C
Linha A,1,2025-08-31T08:03:48.165561,25.981775963925433,0.03603314905846708,51.99620313964267,temperatura,°C
Linha A,1,2025-08-31T08:04:48.165561,25.610289934650684,0.03854800650783772,56.868756517252706,temperatura,°C
Linha A,1,2025-08-31T08:05:48.165561,26.17800249841109,0.04574746671248067,59.295978799703406,temperatura,°C
Linha A,1,2025-08-31T08:06:48.165561,26.009776374398122,0.042929476505435084,57.89363964636124,temperatura,°C
Linha A,1,2025-08-31T08:07:48.165561,25.89387882698422,0.02890501046765491,56.771614904252104,temperatura,°C
Linha A,1,2025-08-31T08:08:48.165561,25.785218796931943,0.036796092188388384,55.20274607823495,temperatura,°C
Linha A,1,2025-08-31T08:09:48.165561,25.993737111831283,0.02422626627848043,58.616110718582455,temperatura,°C
Linha A,1,2025-08-31T08:10:48.165561,25.56718295889478,0.03900938592037968,57.71849142336196,temperatura,°C
Linha A,1,2025-08-31T08:11:48.165561,25.16684603271018,0.03601107878665389,53.972085809621696,temperatura,°C
Linha A,1,2025-08-31T08:12:48.165561,25.41115242854628,0.035177246233070295,55.476536814809634,temperatura,°C
Linha A,1,2025-08-31T08:13:48.165561,24.930453041460268,0.0263265643227486,57.32504133260464,temperatura,°C
Linha A,1,2025-08-31T08:14:48.165561,24.511081062004873,0.013593527178652066,55.76326739647652,temperatura,°C
Linha A,1,2025-08-31T08:15:48.165561,26.793433656852823,0.029753085339157936,58.29284373565659,temperatura,°C
Linha A,1,2025-08-31T08:16:48.165561,25.449161915267343,0.047982366933502496,58.17582934995606,temperatura,°C
Linha A,1,2025-08-31T08:17:48.165561,25.09684520743857,0.024517047566298703,54.66293758226988,temperatura,°C
Linha A,1,2025-08-31T08:18:48.165561,26.261095416661835,0.017888819095326924,50.166284562094816,temperatura,°C
Linha A,1,2025-08-31T08:19:48.165561,24.479140930705732,0.023973162405957784,56.145434392663326,temperatura,°C
Linha A,1,2025-08-31T08:20:48.165561,24.849134926867507,0.02375321847857768,55.56001515524773,temperatura,°C
Linha A,1,2025-08-31T08:21:48.165561,26.328540584128547,0.03332080570281678,53.42649293001578,temperatura,°C
Linha A,1,2025-08-31T08:22:48.165561,25.050531748107236,0.03160628572929808,52.80234543586607,temperatura,°C
Linha A,1,2025-08-31T08:23:48.165561,25.947956629706717,0.04882324542664949,58.941410808820365,temperatura,°C
Linha A,1,2025-08-31T08:24:48.165561,26.304340374410643,0.029779454430423576,54.52541866836203,temperatura,°C
Linha A,1,2025-08-31T08:25:48.165561,25.153604805560317,0.01947917861416678,58.64891398023265,temperatura,°C
Linha A,1,2025-08-31T08:26:48.165561,25.716648903344513,0.015585199105921321,51.89869034831171,temperatura,°C
Linha A,1,2025-08-31T08:27:48.165561,24.91751635364617,0.02568252338867346,56.72095245679965,temperatura,°C
Linha A,1,2025-08-31T08:28:48.165561,25.13793009434313,0.01779213619158713,59.411037635501884,temperatura,°C
Linha A,1,2025-08-31T08:29:48.165561,25.460721480251955,0.03160023159726382,57.36002745862646,temperatura,°C
Linha A,1,2025-08-31T08:30:48.165561,26.27524760726773,0.025525058322194268,54.662574555192805,temperatura,°C
Linha A,1,2025-08-31T08:31:48.165561,26.742402690542235,0.048050396922418234,55.3868764455236,temperatura,°C
Linha A,1,2025-08-31T08:32:48.165561,25.82416668196101,0.027972961704930216,54.52153316832458,temperatura,°C
Linha A,1,2025-08-31T08:33:48.165561,24.239493907771816,0.032127566766660426,55.93276720789159,temperatura,°C
Linha A,1,2025-08-31T08:34:48.165561,25.148919378938373,0.04695418548708731,64.22434324018525,temperatura,°C
Linha A,1,2025-08-31T08:35:48.165561,26.700948252009095,0.03154885446251075,54.954422890761734,temperatura,°C
Linha A,1,2025-08-31T08:36:48.165561,25.451246087232253,0.03130071792053649,53.16124961119143,temperatura,°C
Linha A,1,2025-08-31T08:37:48.165561,25.497349453894063,0.020632334968565355,58.974866304965026,temperatura,°C
Linha A,1,2025-08-31T08:38:48.165561,25.932936742573535,0.02914151144811012,55.146479913834234,temperatura,°C
Linha A,1,2025-08-31T08:39:48.165561,24.50160391390036,0.02730806918264407,55.7206471821344,temperatura,°C
Linha A,1,2025-08-31T08:40:48.165561,25.475118794331554,0.027887146639405194,57.78286467641966,temperatura,°C
Linha A,1,2025-08-31T08:41:48.165561,26.391314378238885,0.02693009018796163,60.067946727369694,temperatura,°C
Linha A,1,2025-08-31T08:42:48.165561,26.701453838744232,0.034791666207415986,57.84111333331654,temperatura,°C
Linha A,1,2025-08-31T08:43:48.165561,24.327389845542548,0.03620752454313583,58.388332782346815,temperatura,°C
Linha A,1,2025-08-31T08:44:48.165561,24.89771318452885,0.04466394005833957,57.80432364667084,temperatura,°C
Linha A,1,2025-08-31T08:45:48.165561,25.578314407406246,0.01392922576873137,55.68111783792527,temperatura,°C
Linha A,1,2025-08-31T08:46:48.165561,25.362155893897516,0.02608910714678717,55.59963130962062,temperatura,°C
Linha A,1,2025-08-31T08:47:48.165561,25.671361875065738,0.03327384526913643,54.77737271092098,temperatura,°C
Linha A,1,2025-08-31T08:48:48.165561,25.576091940406666,0.03260311170691482,56.49067970748173,temperatura,°C
Linha A,1,2025-08-31T08:49:48.165561,25.371315525696424,0.027973365999704968,57.077120549705704,temperatura,°C
Linha A,1,2025-08-31T08:50:48.165561,26.37528932042282,0.017899264734558683,54.27293078960017,temperatura,°C
Linha A,1,2025-08-31T08:51:48.165561,24.769834985816473,0.03462475625836693,59.40554126394488,temperatura,°C
Linha A,1,2025-08-31T08:52:48.165561,25.403911649447558,0.026619205430718388,57.17798116892733,temperatura,°C
Linha A,1,2025-08-31T08:53:48.165561,26.06387208835582,0.03673828876699102,51.91861160966897,temperatura,°C
Linha A,1,2025-08-31T08:54:48.165561,25.787549603480148,0.022627692706847065,55.25007117367776,temperatura,°C
Linha A,1,2025-08-31T08:55:48.165561,25.879137481940752,0.04193389888139898,54.18812739369753,temperatura,°C
Linha A,1,2025-08-31T08:56:48.165561,25.984511584808367,0.022936761543148998,56.71920853020718,temperatura,°C
Linha A,1,2025-08-31T08:57:48.165561,25.137041168591836,0.022867495699198638,55.711723826290154,temperatura,°C
Linha A,1,2025-08-31T08:58:48.165561,25.41222884134195,0.037718199564896894,51.25145365694991,temperatura,°C
Linha A,1,2025-08-31T08:59:48.165561,24.43111801262712,0.038930849024557505,56.568014416626106,temperatura,°C
Linha A,1,2025-08-31T09:00:48.165561,25.123587315695513,0.027753984144734588,51.37616200574841,temperatura,°C
Linha A,1,2025-08-31T09:01:48.165561,25.48732603740509,0.023987047509532358,54.63331316800639,temperatura,°C
Linha A,1,2025-08-31T09:02:48.165561,25.310609282715255,0.023252766149985102,57.193386888513025,temperatura,°C
Linha A,1,2025-08-31T09:03:48.165561,25.831725406425246,0.03862259950012557,51.60101684451777,temperatura,°C
Linha A,1,2025-08-31T09:04:48.165561,24.526144757493068,0.029359009121018822,55.39314389199266,temperatura,°C
Linha A,1,2025-08-31T09:05:48.165561,26.416135842238205,0.023666712450598322,55.280587415061525,temperatura,°C
Linha A,1,2025-08-31T09:06:48.165561,25.623600150669454,0.023630112296865607,52.67769630328268,temperatura,°C
Linha A,1,2025-08-31T09:07:48.165561,23.992863774719677,0.005306090827799648,57.19342979719167,temperatura,°C
Linha A,1,2025-08-31T09:08:48.165561,30.419140535679293,0.12389968160187685,46.08031311979765,temperatura,°C
Linha A,1,2025-08-31T09:09:48.165561,26.418897907836595,0.049637582548985495,54.8056394707231,temperatura,°C
Linha A,1,2025-08-31T09:10:48.165561,26.949718433059004,0.025740100188696685,51.882123211727006,temperatura,°C
Linha A,1,2025-08-31T09:11:48.165561,25.030738894110023,0.03572032661225227,56.73387379793827,temperatura,°C
Linha A,1,2025-08-31T09:12:48.165561,25.50439379745804,0.019973526494734183,59.998434822554934,temperatura,°C
Linha A,1,2025-08-31T09:13:48.165561,25.614230559075995,0.04538816429684811,54.03463864688697,temperatura,°C
Linha A,1,2025-08-31T09:14:48.165561,25.637412287552333,0.02064702364657119,54.683078106225075,temperatura,°C
Linha A,1,2025-08-31T09:15:48.165561,26.60037734954785,0.04985536254004018,52.55941914577095,temperatura,°C
Linha A,1,2025-08-31T09:16:48.165561,25.6409103104311,0.024354301998741786,56.93485836309918,temperatura,°C
Linha A,1,2025-08-31T09:17:48.165561,26.189708819062105,0.031457762335659625,55.76596939053357,temperatura,°C
Linha A,1,2025-08-31T09:18:48.165561,25.344800449291473,0.03269326566381552,53.97587409336872,temperatura,°C
Linha A,1,2025-08-31T09:19:48.165561,25.118572419300524,0.0227641826373124,53.32224980741142,temperatura,°C
Linha A,1,2025-08-31T09:20:48.165561,25.03758838160642,0.03760487242698817,55.08740927504879,temperatura,°C
Linha A,1,2025-08-31T09:21:48.165561,25.254993072671652,0.03888545085097797,55.31695266103283,temperatura,°C
Linha A,1,2025-08-31T09:22:48.165561,25.4330809817116,0.02199202447352381,54.957845240843305,temperatura,°C
Linha A,1,2025-08-31T09:23:48.165561,25.210351377416774,0.05794665533819615,56.44814530474108,temperatura,°C
Linha A,1,2025-08-31T09:24:48.165561,26.477049173390437,0.030837237391253915,59.511741777309275,temperatura,°C
Linha A,1,2025-08-31T09:25:48.165561,25.158434769729002,0.03680014572222599,60.67207684316952,temperatura,°C
Linha A,1,2025-08-31T09:26:48.165561,26.24921648023663,0.018748532255211826,57.02853103475068,temperatura,°C
Linha A,1,2025-08-31T09:27:48.165561,24.8668822974199,0.02278735777915847,55.22980461564928,temperatura,°C
Linha A,1,2025-08-31T09:28:48.165561,26.007417065291136,0.032915242944326524,53.913166438898145,temperatura,°C
Linha A,1,2025-08-31T09:29:48.165561,25.935219208997527,0.03206815515095337,57.081209673119965,temperatura,°C
Linha A,1,2025-08-31T09:30:48.165561,25.252123441974806,0.027185276468766607,53.736337088673345,temperatura,°C
Linha A,1,2025-08-31T09:31:48.165561,25.946162253543005,0.0029615268289892825,50.64270799109235,temperatura,°C
Linha A,1,2025-08-31T09:32:48.165561,25.219715635113907,0.036858957522628466,54.738202739376675,temperatura,°C
Linha A,1,2025-08-31T09:33:48.165561,26.07188549126297,0.039751695033265054,55.24176108658628,temperatura,°C
Linha A,1,2025-08-31T09:34:48.165561,25.84421098742389,0.04628881521112358,56.505901196139135,temperatura,°C
Linha A,1,2025-08-31T09:35:48.165561,25.663318553893408,0.03127751045882872,56.67843830951617,temperatura,°C
Linha A,1,2025-08-31T09:36:48.165561,24.89526002916087,0.022941032208372153,52.60087659597711,temperatura,°C
Linha A,1,2025-08-31T09:37:48.165561,26.038484416270943,0.038004784256145605,54.047508983857284,temperatura,°C
Linha A,1,2025-08-31T09:38:48.165561,25.646557156285503,0.0189990873372015,54.27833132830847,temperatura,°C
Linha A,1,2025-08-31T09:39:48.165561,24.66804134773005,0.017174257764719203,55.94151378186194,temperatura,°C
Linha A,1,2025-08-31T09:40:48.165561,25.02476451066256,0.03760836014179919,56.29505607327609,temperatura,°C
Linha A,1,2025-08-31T09:41:48.165561,25.726649126907553,0.005278436823371185,57.189576506043764,temperatura,°C
Linha A,1,2025-08-31T09:42:48.165561,26.169383968704302,0.016433602262192086,52.90394683747942,temperatura,°C
Linha A,1,2025-08-31T09:43:48.165561,25.580603373144246,0.024112198417909948,54.756945479911295,temperatura,°C
Linha A,1,2025-08-31T09:44:48.165561,25.458158419555115,0.034159400456943385,55.59711554120363,temperatura,°C
Linha A,1,2025-08-31T09:45:48.165561,25.36483090581401,0.023352987656599083,54.77352295392632,temperatura,°C
Linha A,1,2025-08-31T09:46:48.165561,25.071204087943233,0.022993778782077454,57.298760480240276,temperatura,°C
Linha A,1,2025-08-31T09:47:48.165561,25.559856264609913,0.0324254526916337,56.444058123534354,temperatura,°C
Linha A,1,2025-08-31T09:48:48.165561,25.674393103307253,0.03378858819979784,56.992966493801106,temperatura,°C
Linha A,1,2025-08-31T09:49:48.165561,25.344416906757974,0.018758084066269012,56.590243791695784,temperatura,°C
Linha A,1,2025-08-31T09:50:48.165561,25.305361617489556,0.00958126154142876,54.24736266702019,temperatura,°C
Linha A,1,2025-08-31T09:51:48.165561,26.84252884843982,0.03695990800025051,53.886130018067874,temperatura,°C
Linha A,1,2025-08-31T09:52:48.165561,25.164635715624424,0.04398062686040047,59.76712867959601,temperatura,°C
Linha A,1,2025-08-31T09:53:48.165561,25.36269634507535,0.04762014784061841,57.1996743183601,temperatura,°C
Linha A,1,2025-08-31T09:54:48.165561,25.96237230476072,0.033832503241548476,55.754363301656504,temperatura,°C
Linha A,1,2025-08-31T09:55:48.165561,24.921889124674767,0.021386603202226018,55.1958053987351,temperatura,°C
Linha A,1,2025-08-31T09:56:48.165561,25.46041766692301,0.013086820491089154,57.81813625363248,temperatura,°C
Linha A,1,2025-08-31T09:57:48.165561,25.575937131497177,0.01886862520565717,56.48650146029737,temperatura,°C
Linha A,1,2025-08-31T09:58:48.165561,25.445194012914246,0.024605314485808008,56.2618135552872,temperatura,°C
Linha A,1,2025-08-31T09:59:48.165561,25.404826184228344,0.04814334264236346,57.623681864673905,temperatura,°C
Linha A,1,2025-08-31T10:00:48.165561,25.351929291662657,0.004666479294609338,56.89689103633719,temperatura,°C
Linha A,1,2025-08-31T10:01:48.165561,25.70012532197438,0.028786999453047087,54.70462821083157,temperatura,°C
Linha A,1,2025-08-31T10:02:48.165561,25.68608342656183,0.02482590106761681,59.73994185080496,temperatura,°C
Linha A,1,2025-08-31T10:03:48.165561,26.694930112794815,0.040291380264409454,58.870400067754815,temperatura,°C
Linha A,1,2025-08-31T10:04:48.165561,25.260360316751708,0.03040593258363937,56.46858095151573,temperatura,°C
Linha A,1,2025-08-31T10:05:48.165561,24.964563219158325,0.03512699166958116,57.48065596890117,temperatura,°C
Linha A,1,2025-08-31T10:06:48.165561,26.86991522332798,0.022120365900529633,54.580799887608705,temperatura,°C
Linha A,1,2025-08-31T10:07:48.165561,25.248548899935074,0.010663514440612164,60.7513998809997,temperatura,°C
Linha A,1,2025-08-31T10:08:48.165561,24.997215436568105,0.0449888014858573,56.951216359098176,temperatura,°C
Linha A,1,2025-08-31T10:09:48.165561,25.45989517601409,0.03853172163502473,55.28064129835181,temperatura,°C
Linha A,1,2025-08-31T10:10:48.165561,25.630450023896184,0.020943736808206957,54.63209809503843,temperatura,°C
Linha A,1,2025-08-31T10:11:48.165561,24.884586837430028,0.02616633724224814,55.217013512877635,temperatura,°C
Linha A,1,2025-08-31T10:12:48.165561,26.178801760398954,0.030530278630535035,51.99393762795356,temperatura,°C
Linha A,1,2025-08-31T10:13:48.165561,25.17716475031011,0.03813636397534203,59.14256090932922,temperatura,°C
Linha A,1,2025-08-31T10:14:48.165561,26.070119314650032,0.0193155854314802,52.98027546110679,temperatura,°C
Linha A,1,2025-08-31T10:15:48.165561,25.420858684161544,0.0364441507321944,54.6236031442751,temperatura,°C
Linha A,1,2025-08-31T10:16:48.165561,24.607694707123372,0.039948092956051034,62.45814577103524,temperatura,°C
Linha A,1,2025-08-31T10:17:48.165561,25.939306614312777,0.037882757952232254,53.17404606748014,temperatura,°C
Linha A,1,2025-08-31T10:18:48.165561,24.868712310328533,0.028455309802887824,58.484958855988765,temperatura,°C
Linha A,1,2025-08-31T10:19:48.165561,25.250410387647317,0.03826574182270931,58.89588515846911,temperatura,°C
Linha A,1,2025-08-31T10:20:48.165561,25.7486747409148,0.026328480870465604,54.65764613100076,temperatura,°C
Linha A,1,2025-08-31T10:21:48.165561,25.041042553063356,0.029785771871955927,53.61968414162911,temperatura,°C
Linha A,1,2025-08-31T10:22:48.165561,25.284768950806278,0.05185806380509181,52.336482367414014,temperatura,°C
Linha A,1,2025-08-31T10:23:48.165561,25.645939834886985,0.03736160901614251,51.006920614857954,temperatura,°C
Linha A,1,2025-08-31T10:24:48.165561,26.08759257580329,0.02167727920002733,58.96527808749262,temperatura,°C
Linha A,1,2025-08-31T10:25:48.165561,25.518340619599883,0.03258847065665023,62.773683582825846,temperatura,°C
Linha A,1,2025-08-31T10:26:48.165561,25.19267229755308,0.025417595759595644,54.70127320431566,temperatura,°C
Linha A,1,2025-08-31T10:27:48.165561,26.764648296112448,0.01652360262412674,57.117507363550864,temperatura,°C
Linha A,1,2025-08-31T10:28:48.165561,26.7531656093738,0.0452960446612161,57.459624152637595,temperatura,°C
Linha A,1,2025-08-31T10:29:48.165561,26.286607304844054,0.045498736964332896,54.68809180832199,temperatura,°C
Linha A,1,2025-08-31T10:30:48.165561,25.297610616424183,0.006289831545576791,57.44775210590832,temperatura,°C
Linha A,1,2025-08-31T10:31:48.165561,26.13111993686992,0.012653515486602762,58.715152583847406,temperatura,°C
Linha A,1,2025-08-31T10:32:48.165561,25.272232688350847,0.0437387670754582,53.592881462960676,temperatura,°C
Linha A,1,2025-08-31T10:33:48.165561,24.911080646275092,0.038299638322906615,56.199647756977086,temperatura,°C
Linha A,1,2025-08-31T10:34:48.165561,25.513622050528756,0.03916361828699973,55.94173126260028,temperatura,°C
Linha A,1,2025-08-31T10:35:48.165561,25.41226181794575,0.033556813158696644,56.66669400213444,temperatura,°C
Linha A,1,2025-08-31T10:36:48.165561,25.426658618016667,0.03497369853774098,55.234347472785984,temperatura,°C
Linha A,1,2025-08-31T10:37:48.165561,26.065739472265022,0.01955938723117044,54.77783951241536,temperatura,°C
Linha A,1,2025-08-31T10:38:48.165561,26.353975785137393,0.01790062344179841,59.53764870215535,temperatura,°C
Linha A,1,2025-08-31T10:39:48.165561,26.147207292864564,0.03247775622238334,55.99608934384337,temperatura,°C
Linha A,1,2025-08-31T10:40:48.165561,24.329266210768896,0.027981680682742496,57.82624787070115,temperatura,°C
Linha A,1,2025-08-31T10:41:48.165561,24.922831582126534,0.02195660317255503,58.83717612892232,temperatura,°C
Linha A,1,2025-08-31T10:42:48.165561,25.66451327658914,0.03647249817253249,57.69625415782474,temperatura,°C
Linha A,1,2025-08-31T10:43:48.165561,25.05974048635507,0.01840162134713623,57.15297532403188,temperatura,°C
Linha A,1,2025-08-31T10:44:48.165561,25.947243482482563,0.02703548904823113,56.934153191442256,temperatura,°C
Linha A,1,2025-08-31T10:45:48.165561,25.607531467635848,0.029762980511227343,58.47092900943202,temperatura,°C
Linha A,1,2025-08-31T10:46:48.165561,25.372916274140955,0.009677958076558916,55.75877112207031,temperatura,°C
Linha A,1,2025-08-31T10:47:48.165561,25.406787932672007,0.03756693375128854,56.88108441141226,temperatura,°C
Linha A,1,2025-08-31T10:48:48.165561,25.095490432949397,0.03866335853044231,55.87511666643511,temperatura,°C
Linha A,1,2025-08-31T10:49:48.165561,25.576705606868405,0.023993440831579206,56.372412362415474,temperatura,°C
Linha A,1,2025-08-31T10:50:48.165561,25.105853782114814,0.036054432202386515,55.53241921592083,temperatura,°C
Linha A,1,2025-08-31T10:51:48.165561,26.094985069236085,0.027122264608627173,61.18648024509193,temperatura,°C
